date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:25:54	71835/71835	U-----	200	untouched ('')	image/jpeg	etag:%225824f7adea01b224a7f71c7479de0fdc%22	https://uploads-ssl.webflow.com/5fec9cbd559a42ec579e8c62/5fec9cbd650740592161bd31_team%20work.jpg	C:/My%20Web%20Sites/Magma/uploads-ssl.webflow.com/5fec9cbd559a42ec579e8c62/5fec9cbd650740592161bd31_team%20work.jpg	(from https://uploads-ssl.webflow.com/5fec9cbd559a42ec579e8c62/css/hsg-advisory.webflow.e3ef5bf72.css)
19:26:09	15540/15540	U-----	200	untouched ('')	image/png	etag:%22c7c4bfeab5d5c0979db8925d9839a3f3%22	https://uploads-ssl.webflow.com/5fec9cbd559a42ec579e8c62/5fede3eb973b9bf5d91e85ac_iconfinder_content-pen-write-3_3656899.png	C:/My%20Web%20Sites/Magma/uploads-ssl.webflow.com/5fec9cbd559a42ec579e8c62/5fede3eb973b9bf5d91e85ac_iconfinder_content-pen-write-3_3656899.png	(from https://www.hsgadvisory.com/what-we-do)
19:26:38	16932/16932	U-----	200	untouched ('')	image/png	etag:%22c5f88666a81d550d2bba5b17dd874277%22	https://uploads-ssl.webflow.com/5fec9cbd559a42ec579e8c62/5fede3eab7e494c9298c610b_iconfinder_574_-_Sharing_1419523.png	C:/My%20Web%20Sites/Magma/uploads-ssl.webflow.com/5fec9cbd559a42ec579e8c62/5fede3eab7e494c9298c610b_iconfinder_574_-_Sharing_1419523.png	(from https://www.hsgadvisory.com/what-we-do)
19:26:51	11503/11503	U-----	200	untouched ('')	image/png	etag:%228ce82b02523c5165d2c353f1d3fa060e%22	https://uploads-ssl.webflow.com/5fec9cbd559a42ec579e8c62/5fede3ea3d451a5e80a94c31_iconfinder_multimedia-25_2849811.png	C:/My%20Web%20Sites/Magma/uploads-ssl.webflow.com/5fec9cbd559a42ec579e8c62/5fede3ea3d451a5e80a94c31_iconfinder_multimedia-25_2849811.png	(from https://www.hsgadvisory.com/what-we-do)
19:26:52	234003/234003	U-----	200	untouched ('')	image/png	etag:%22a485069f486783b15d85c031e63bbbd4%22	https://uploads-ssl.webflow.com/5fec9cbd559a42ec579e8c62/5fed033574e94d9ea57eae6d_Untitled%20design%20(24).png	C:/My%20Web%20Sites/Magma/uploads-ssl.webflow.com/5fec9cbd559a42ec579e8c62/5fed033574e94d9ea57eae6d_Untitled%20design%20(24).png	(from https://www.hsgadvisory.com/what-we-do)
19:27:05	53912/53912	U-----	200	untouched ('')	image/jpeg	etag:%223146af40a403bf0ff590ef97b6a79cec%22	https://uploads-ssl.webflow.com/5fec9cbd559a42ec579e8c62/5ff59383b6243fc64435e592_Harriet.jpeg	C:/My%20Web%20Sites/Magma/uploads-ssl.webflow.com/5fec9cbd559a42ec579e8c62/5ff59383b6243fc64435e592_Harriet.jpg	(from https://www.hsgadvisory.com/team)
19:27:36	142117/142117	U-----	200	untouched ('')	image/jpeg	etag:%22a5487099aebd2d803ca1ab8a2e00a61a%22	https://uploads-ssl.webflow.com/5fec9cbd559a42ec579e8c62/5ff593839056c521ce241052_Xavier.jpeg	C:/My%20Web%20Sites/Magma/uploads-ssl.webflow.com/5fec9cbd559a42ec579e8c62/5ff593839056c521ce241052_Xavier.jpg	(from https://www.hsgadvisory.com/team)
19:27:49	61359/61359	U-----	200	untouched ('')	image/jpeg	etag:%22d9f9d16140c9739053e7145b6401063e%22	https://uploads-ssl.webflow.com/5fec9cbd559a42ec579e8c62/5ff5938119e705d62f2255be_Florence.jpeg	C:/My%20Web%20Sites/Magma/uploads-ssl.webflow.com/5fec9cbd559a42ec579e8c62/5ff5938119e705d62f2255be_Florence.jpg	(from https://www.hsgadvisory.com/team)
19:27:49	99938/99938	U-----	200	untouched ('')	image/jpeg	etag:%22f47b279dbfbe1ef38a0c4544f84aef6f%22	https://uploads-ssl.webflow.com/5fec9cbd559a42ec579e8c62/5ff593826cc8be42829e3ace_Mickael.jpeg	C:/My%20Web%20Sites/Magma/uploads-ssl.webflow.com/5fec9cbd559a42ec579e8c62/5ff593826cc8be42829e3ace_Mickael.jpg	(from https://www.hsgadvisory.com/team)
19:28:02	65902/65902	U-----	200	untouched ('')	image/jpeg	etag:%22b7d2efcd3b752c32fc93f7309739d75a%22	https://uploads-ssl.webflow.com/5fec9cbd559a42ec579e8c62/5ff59383bd33db386af95726_Niamh.jpeg	C:/My%20Web%20Sites/Magma/uploads-ssl.webflow.com/5fec9cbd559a42ec579e8c62/5ff59383bd33db386af95726_Niamh.jpg	(from https://www.hsgadvisory.com/team)
19:28:33	113070/113070	U-----	200	untouched ('')	image/jpeg	etag:%2262f12472f1f4308e30603bd0af903315%22	https://uploads-ssl.webflow.com/5fec9cbd559a42ec579e8c62/6011818793fe5d92b02074b4_Josh%20Davis.JPG	C:/My%20Web%20Sites/Magma/uploads-ssl.webflow.com/5fec9cbd559a42ec579e8c62/6011818793fe5d92b02074b4_Josh%20Davis.jpg	(from https://www.hsgadvisory.com/team)
19:28:46	1312287/1312287	U-----	200	untouched ('')	image/jpeg	etag:%2285cb05364abe9cc05c98d7177c5a438c%22	https://uploads-ssl.webflow.com/5fec9cbd559a42ec579e8c62/6011818a8796df7e98234855_Lynsey%20Barber.jpg	C:/My%20Web%20Sites/Magma/uploads-ssl.webflow.com/5fec9cbd559a42ec579e8c62/6011818a8796df7e98234855_Lynsey%20Barber.jpg	(from https://www.hsgadvisory.com/team)
19:28:47	264754/264754	U-----	200	untouched ('')	image/jpeg	etag:%22c046214e7123ffb17499bbee8b307a57%22	https://uploads-ssl.webflow.com/5fec9cbd559a42ec579e8c62/60118188db7c432c9cc86d2f_Michael%20Lane.jpg	C:/My%20Web%20Sites/Magma/uploads-ssl.webflow.com/5fec9cbd559a42ec579e8c62/60118188db7c432c9cc86d2f_Michael%20Lane.jpg	(from https://www.hsgadvisory.com/team)
19:29:00	184408/184408	U-----	200	untouched ('')	image/png	etag:%22fad099f71558cca7bec5e22a493c42b3%22	https://uploads-ssl.webflow.com/5fec9cbd559a42ec579e8c62/60219d5391a3e13c00a1e734_Charles%20Lichfield.png	C:/My%20Web%20Sites/Magma/uploads-ssl.webflow.com/5fec9cbd559a42ec579e8c62/60219d5391a3e13c00a1e734_Charles%20Lichfield.png	(from https://www.hsgadvisory.com/team)
19:29:30	229085/229085	U-----	200	untouched ('')	image/jpeg	etag:%228356bc185ffb10e8f2023db4fdcd9af6%22	https://uploads-ssl.webflow.com/5fec9cbd559a42ec579e8c62/60219d5318efe2792d355aa2_Emily%20Horton.JPG	C:/My%20Web%20Sites/Magma/uploads-ssl.webflow.com/5fec9cbd559a42ec579e8c62/60219d5318efe2792d355aa2_Emily%20Horton.jpg	(from https://www.hsgadvisory.com/team)
19:29:44	2882352/2882352	U-----	200	untouched ('')	image/png	etag:%22b28dbe875de4c265c4ffa0e4ae1445c0%22	https://uploads-ssl.webflow.com/5fec9cbd559a42ec579e8c62/60219d537ca420237bcca3a6_Saidat%20Giwa-Osagie.png	C:/My%20Web%20Sites/Magma/uploads-ssl.webflow.com/5fec9cbd559a42ec579e8c62/60219d537ca420237bcca3a6_Saidat%20Giwa-Osagie.png	(from https://www.hsgadvisory.com/team)
19:29:45	990287/990287	U-----	200	untouched ('')	image/png	etag:%229a4623be72e3b21cb8472c919f118b1d%22	https://uploads-ssl.webflow.com/5fec9cbd559a42ec579e8c62/60219dcff07255b14e4d64e9_Screenshot%202021-02-08%20at%2020.22.57.png	C:/My%20Web%20Sites/Magma/uploads-ssl.webflow.com/5fec9cbd559a42ec579e8c62/60219dcff07255b14e4d64e9_Screenshot%202021-02-08%20at%2020.22.57.png	(from https://www.hsgadvisory.com/team)
19:29:58	30778/30778	U-----	200	untouched ('')	image/jpeg	etag:%22bfc5a44e4f1fabee23e510ac4b9b864c%22	https://uploads-ssl.webflow.com/5fec9cbd559a42ec579e8c62/60219d50d6a9d956b126922e_1580908140723.jpeg	C:/My%20Web%20Sites/Magma/uploads-ssl.webflow.com/5fec9cbd559a42ec579e8c62/60219d50d6a9d956b126922e_1580908140723.jpg	(from https://www.hsgadvisory.com/team)
19:30:28	69423/69423	U-----	200	untouched ('')	image/jpeg	etag:%22f649bb52ed86aa77df628ea0d986b661%22	https://uploads-ssl.webflow.com/5fec9cbd559a42ec579e8c62/601181876f98612689ef65b2_David%20Cox.jpg	C:/My%20Web%20Sites/Magma/uploads-ssl.webflow.com/5fec9cbd559a42ec579e8c62/601181876f98612689ef65b2_David%20Cox.jpg	(from https://www.hsgadvisory.com/team)
19:30:42	8868/8868	U-----	200	untouched ('')	image/png	etag:%22bd3a08e5ec63e9b9439135a097d50bf7%22	https://uploads-ssl.webflow.com/5fec9cbd559a42ec579e8c62/5fee1a3b5ceaed1769dc2a4d_moonfare.png	C:/My%20Web%20Sites/Magma/uploads-ssl.webflow.com/5fec9cbd559a42ec579e8c62/5fee1a3b5ceaed1769dc2a4d_moonfare.png	(from https://www.hsgadvisory.com/team)
19:30:42	5800/5800	U-----	200	untouched ('')	image/png	etag:%2267e7ead175b82227cc3fe4a83d864548%22	https://uploads-ssl.webflow.com/5fec9cbd559a42ec579e8c62/5fedd670d4857660f14eb0b1_lexis.png	C:/My%20Web%20Sites/Magma/uploads-ssl.webflow.com/5fec9cbd559a42ec579e8c62/5fedd670d4857660f14eb0b1_lexis.png	(from https://www.hsgadvisory.com/team)
19:30:42	52307/52307	U-----	200	untouched ('')	image/jpeg	etag:%223c02d40d54033a3fee9a64b05d9b3dcb%22	https://uploads-ssl.webflow.com/5fec9cbd559a42ec579e8c62/5fee1a3b5e05bd0e42a2b2cf_mf.jpeg	C:/My%20Web%20Sites/Magma/uploads-ssl.webflow.com/5fec9cbd559a42ec579e8c62/5fee1a3b5e05bd0e42a2b2cf_mf.jpg	(from https://www.hsgadvisory.com/team)
19:30:42	16/16	U--MC-	502	error ('Bad%20Gateway')	text/plain	date:Thu,%2006%20Jan%202022%2014:00:34%20GMT	https://www.hsgadvisory.com/privacy-policy	C:/My%20Web%20Sites/Magma/www.hsgadvisory.com/privacy-policy.html	(from https://www.hsgadvisory.com/)
19:30:42	16/16	U--M--	502	error ('Bad%20Gateway')	text/plain	date:Thu,%2006%20Jan%202022%2014:00:46%20GMT	https://www.hsgadvisory.com/privacy-policy	C:/My%20Web%20Sites/Magma/www.hsgadvisory.com/privacy-policy.html	(from https://www.hsgadvisory.com/)
